NAME,B01001_001E,B01001_002E,B01001_026E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B11001_001E,B11001_002E,B15003_001E,B15003_017E,B15003_021E,B15003_023E,B19013_001E,B19001_002E,B19001_017E,B19301_001E,B23025_005E,B23025_003E,B17001_002E,B17001_001E,B18101_004E,B18101_007E,B18101_010E,B18101_013E,B12001_001E,B12001_003E,B12001_009E,B12001_011E,B16001_001E,B16001_002E,B16001_003E,B25077_001E,B25064_001E,B25003_002E,B25003_003E,B25035_001E,B25071_001E,B27001_001E,B27001_005E,B27001_008E,B08006_001E,B08006_002E,B08013_001E,B28002_001E,B28002_002E,B28002_004E,B19052_001E,B19083_001E,state,county
Area name,Total population,Male population,Female population,Median age,White alone,Black or African American alone,Asian alone,Total households,Family households,Population 25 years and over,High school graduate,Bachelor’s degree,Graduate or professional degree,Median household income,"Households earning less than $10,000","Households earning $200,000 or more",Per capita income,Unemployed individuals,Labor force,Population below poverty level,Total population for poverty status,Individuals with a hearing difficulty,Individuals with a vision difficulty,Individuals with a cognitive difficulty,Individuals with an ambulatory difficulty,Population 15 years and over,Now married,Divorced,Widowed,Population 5 years and over,English only,Spanish-speaking population,Median home value,Median gross rent,Owner-occupied housing units,Renter-occupied housing units,Median year housing unit was built,Monthly housing costs as a percentage of household income,Total health insurance coverage status,Male with public health insurance,Female with private health insurance,Total workers 16 years and over,"Car, truck, or van - drove alone",Travel time to work (minutes),Total households,Households with internet access,Households with broadband internet,Household income from Social Security,Gini index of income inequality,,
"Lyon County, Kansas",33251,16107,17144,33.4,29661,763,710,13569,7995,19903,4808,1542,1605,46338,1052,373,26904,997,18327,5356,31606,0,156,309,991,27015,4553,370,14121,,,,106800,674,8143,5426,1970,29.9,32850,25,73,16790,15351,257260,13569,11141,11090,13569,0.4692,20,111
"Pawnee County, Kansas",6629,3670,2959,43.0,5941,308,4,2448,1415,4956,1276,530,147,49917,82,26,25131,67,2761,353,5545,0,37,56,239,5728,1242,64,2469,,,,82400,602,1617,831,1954,20.6,5575,2,43,2691,2505,31230,2448,1823,1819,2448,0.3951,20,145
"Comanche County, Kansas",1740,926,814,48.1,1725,4,0,751,458,1248,381,141,31,54821,44,19,30355,29,954,175,1663,0,18,6,30,1439,186,30,708,,,,70300,443,598,153,1942,18.4,1668,2,33,916,803,10035,751,559,555,751,0.4270,20,033
"Gove County, Kansas",2644,1330,1314,48.2,2532,14,14,1217,805,1925,607,239,49,48317,68,31,28859,21,1309,259,2589,8,16,16,75,2146,172,43,1105,,,,89600,693,922,295,1960,23.8,2597,15,33,1264,984,15665,1217,944,936,1217,0.4142,20,063
"Harvey County, Kansas",34503,17159,17344,39.2,32126,574,218,13290,9085,22727,4547,1865,2265,57982,603,314,28226,584,17621,3172,33100,0,325,168,841,27707,4194,368,14063,,,,126100,733,9513,3777,1968,27.2,33843,32,166,16806,15126,315360,13290,10872,10833,13290,0.3984,20,079
"Kearny County, Kansas",3907,1860,2047,34.7,3694,101,15,1201,899,2306,675,187,107,52599,64,38,23415,37,1696,749,3820,0,9,44,71,2969,460,65,1525,,,,116700,645,914,287,1976,20.9,3847,21,55,1642,1390,19920,1201,890,884,1201,0.4552,20,093
"McPherson County, Kansas",28567,14070,14497,40.8,27274,331,193,12334,8006,19422,4681,2223,1153,59089,632,432,31006,293,15125,2382,27176,2,207,149,572,23276,2975,414,11864,,,,151800,746,8573,3761,1971,23.1,27840,49,45,14548,13119,194160,12334,10030,9988,12334,0.4087,20,113
"Desha County, Arkansas",11709,5562,6147,40.1,5710,5456,51,5204,3545,7826,3036,284,205,31893,526,108,19235,406,4969,3363,11541,10,112,141,450,9232,1346,199,4973,,,,70300,495,3199,2005,1976,27.2,11644,4,39,4518,4312,77850,5204,2900,2860,5204,0.4547,05,041
"Fulton County, Arkansas",12231,6106,6125,48.4,11736,58,8,4973,3278,8851,2596,691,221,35405,339,20,19697,245,4322,2491,12028,0,76,94,713,10183,1031,224,5127,,,,86400,545,3965,1008,1982,28.2,12062,69,143,4062,3666,88905,4973,2880,2880,4973,0.4256,05,049
"Howard County, Arkansas",13311,6388,6923,39.2,8967,2779,36,5142,3503,8781,2924,830,227,36059,477,146,24481,410,6011,2539,13094,0,107,54,321,10533,1402,234,5547,,,,95900,601,3545,1597,1981,29.1,13142,0,154,5505,5181,110225,5142,3416,3397,5142,0.5110,05,061
"Garland County, Arkansas",98555,47295,51260,45.0,84807,8092,588,40209,25250,71467,18221,5924,3916,44777,3134,1121,27171,2392,43613,18032,96855,0,923,1127,3876,82173,11097,1601,43201,,,,139900,771,27270,12939,1981,29.9,97346,136,472,40327,37106,852730,40209,31719,31596,40209,0.4807,05,051
"Mississippi County, Arkansas",42126,20436,21690,36.6,25411,14212,238,16389,10635,27251,8438,1909,982,39962,1421,338,22750,1764,19129,10017,41186,49,340,326,1779,32986,5583,587,17158,,,,84500,632,9237,7152,1975,25.4,41376,74,208,16733,16232,302370,16389,11950,11898,16389,0.4727,05,093
"Pope County, Arkansas",63761,31330,32431,35.3,58162,1909,658,22579,14881,40501,11275,2418,2388,43462,1728,682,23391,1823,28577,11349,60232,0,407,882,2498,51465,8447,670,26446,,,,126400,681,15563,7016,1986,30.0,63168,106,344,26270,24464,496195,22579,17032,16909,22579,0.4696,05,115
"Prairie County, Arkansas",8189,4095,4094,47.2,7020,1017,17,3776,2495,5978,1915,389,203,42660,332,116,25789,262,3712,1180,7978,0,57,19,270,6828,737,155,3491,,,,67400,619,2792,984,1979,23.1,8052,47,31,3375,2898,83565,3776,2207,2186,3776,0.4579,05,117
"Union County, Arkansas",39449,19101,20348,40.3,25201,12887,258,15726,10562,26763,7814,1927,1225,44663,1595,508,25193,815,16405,7444,38998,0,248,418,1581,31474,4701,543,16379,,,,86500,674,11865,3861,1976,30.0,39087,53,145,15422,14804,298255,15726,9889,9856,15726,0.4700,05,139
"Woodruff County, Arkansas",6533,3006,3527,45.5,4563,1839,59,2932,1855,4662,1838,321,159,32845,368,57,23423,226,2879,1596,6330,0,34,37,380,5328,554,190,2861,,,,66400,504,1917,1015,1976,30.0,6418,0,28,2636,2376,47285,2932,1569,1567,2932,0.5001,05,147
"Cleburne County, Arkansas",25100,12434,12666,49.4,24327,98,167,10783,7230,18693,6479,1422,804,44483,639,285,27227,465,10779,3452,24727,0,160,145,860,21155,1942,445,10749,,,,129900,704,8110,2673,1988,24.3,24779,64,133,10046,9261,257745,10783,8187,8122,10783,0.4501,05,023
"Cleveland County, Arkansas",8128,4007,4121,42.9,6970,1040,0,3217,2254,5699,2264,388,256,46684,196,79,24225,178,3239,1475,8019,0,68,98,326,6621,785,185,3376,,,,97100,630,2446,771,1985,21.6,8034,0,13,2984,2789,91695,3217,1971,1948,3217,0.4257,05,025
"Jackson County, Arkansas",17027,8427,8600,39.7,13230,2091,8,6137,3758,12207,3687,793,391,34109,542,168,20295,450,5992,3489,14325,9,118,187,636,14163,2031,319,7189,,,,66600,588,4257,1880,1975,29.3,14380,0,105,5499,4970,102930,6137,4039,4022,6137,0.5010,05,067
"Hempstead County, Arkansas",21842,10323,11519,40.4,12523,6582,26,8094,5711,14329,4674,1446,602,42860,588,105,21521,445,9663,4892,21558,0,191,124,849,17114,2427,245,9070,,,,81100,694,5607,2487,1977,30.4,21590,16,172,9032,8617,181870,8094,5914,5904,8094,0.4199,05,057
"Sharp County, Arkansas",17139,8397,8742,47.6,16284,143,14,7447,4420,12406,4131,971,343,34671,813,109,21423,269,6226,3743,16828,0,116,222,835,14211,1595,360,7258,,,,80700,527,5746,1701,1981,29.5,16967,19,20,5859,5456,125630,7447,4394,4340,7447,0.4769,05,135
"Stone County, Arkansas",12475,6190,6285,50.1,12044,11,63,4787,3109,9218,2540,903,349,38188,445,54,20695,303,4829,2449,12350,0,66,48,515,10546,1197,232,5351,,,,121100,604,3573,1214,1990,33.0,12361,0,11,4439,3893,95005,4787,2478,2423,4787,0.4609,05,137
"Washington County, Arkansas",232289,115916,116373,32.0,179292,8545,5767,87325,54999,141000,29805,7644,12243,50451,7039,4473,27790,5587,116950,36730,224112,66,1100,2034,4630,184404,35442,1983,92949,,,,173400,794,45928,41397,1992,27.4,230371,891,1905,109913,101003,2221510,87325,69486,69135,87325,0.4851,05,143
"Baxter County, Arkansas",41427,20099,21328,52.2,40058,67,180,18435,11964,31775,9360,2896,1579,42260,1026,319,26863,773,16824,5360,40888,0,211,451,1464,35549,3609,792,18454,,,,133400,703,14038,4397,1985,26.7,41071,50,16,15791,14779,247900,18435,13989,13749,18435,0.4517,05,005
"Ashley County, Arkansas",20270,9825,10445,41.7,14682,5150,39,7757,5454,13802,5005,883,422,44744,617,170,23391,446,8242,3347,20092,0,102,165,832,16284,1883,330,8445,,,,76400,533,6010,1747,1975,30.2,20123,0,5,7666,7051,152305,7757,4777,4757,7757,0.4694,05,003
"Craighead County, Arkansas",107345,52386,54959,34.2,84590,15614,1510,41375,26764,68964,18137,5216,4364,47286,2897,1434,26948,3290,53051,17130,103022,177,1473,976,3610,84925,13596,1350,44220,,,,140700,757,23623,17752,1991,27.9,106293,324,589,48636,45943,897085,41375,33822,33757,41375,0.4816,05,031
"Greene County, Arkansas",44937,22083,22854,38.0,42557,864,164,17254,12280,30074,10284,1531,1272,47056,1327,312,23494,1550,20311,7246,44080,76,898,543,2173,35821,4252,669,18365,,,,118800,698,11561,5693,1986,26.4,44420,14,131,18088,17174,371150,17254,13238,13205,17254,0.4261,05,055
"Perry County, Arkansas",10355,5172,5183,43.7,9963,69,0,3668,2824,7252,2423,476,225,48667,292,64,23164,221,4014,1830,10228,0,137,119,656,8466,958,139,4275,,,,106300,631,2804,864,1987,23.5,10248,1,24,3717,3389,121795,3668,2487,2486,3668,0.4132,05,105
"Poinsett County, Arkansas",23896,11644,12252,40.1,21113,1093,12,9526,6710,16292,5557,792,401,40921,863,79,20963,607,10409,5000,23313,0,343,224,1030,19189,2563,281,9950,,,,78800,603,5994,3532,1976,28.4,23560,31,170,9626,8961,219235,9526,7114,7045,9526,0.4285,05,111
"Sevier County, Arkansas",17081,8584,8497,35.3,10744,827,76,5885,4279,10686,3287,753,436,47704,427,106,22320,427,7765,3590,16872,0,173,102,549,12993,1905,283,6486,,,,84300,581,4201,1684,1982,23.0,16962,8,157,7161,6755,182155,5885,4481,4447,5885,0.4595,05,133
"Calhoun County, Arkansas",5192,2609,2583,44.5,3957,1125,0,1850,1302,3717,1468,389,85,46417,143,5,23688,97,2208,680,5056,0,18,34,276,4418,688,83,2182,,,,70000,640,1569,281,1975,30.4,5147,0,22,2101,1971,45690,1850,1189,1173,1850,0.4212,05,013
"Clark County, Arkansas",22386,10506,11880,33.7,15720,5434,156,8446,5253,13171,3330,1185,846,41620,905,98,21337,215,10790,4017,19798,0,156,329,980,18855,3557,256,10079,,,,111600,606,4859,3587,1983,28.6,22049,20,26,10449,9533,211290,8446,5815,5797,8446,0.4319,05,019
"Lawrence County, Arkansas",16549,8211,8338,40.8,15992,186,25,6463,4466,11229,3561,784,460,39993,531,75,21473,513,7113,2497,15960,39,264,123,830,13496,1853,222,6888,,,,76800,549,4351,2112,1977,25.7,16250,18,32,6458,6107,167460,6463,4481,4470,6463,0.4382,05,075
"Monroe County, Arkansas",7050,3308,3742,47.3,3847,3030,30,3333,1974,5032,1806,233,112,38468,440,55,23538,242,3220,1887,6968,0,15,52,343,5810,858,164,3118,,,,61400,517,1996,1337,1976,27.5,6971,8,65,2864,2709,66735,3333,1918,1900,3333,0.4556,05,095
"Conway County, Arkansas",20858,10154,10704,42.5,17760,2167,69,8309,5600,14486,5079,1185,519,42802,560,195,25158,642,9569,3649,20738,0,303,314,828,16896,2264,368,8658,,,,107600,647,5590,2719,1980,26.8,20767,5,38,8887,8278,212775,8309,5459,5432,8309,0.4812,05,029
"Newton County, Arkansas",7812,3868,3944,49.0,7356,2,51,2936,1800,5726,1685,363,291,38082,259,17,19735,105,2983,1226,7745,0,0,120,418,6572,794,199,3349,,,,114700,547,2472,464,1980,31.7,7740,9,56,2841,2566,82275,2936,1765,1751,2936,0.4307,05,101
"Arkansas County, Arkansas",17914,8565,9349,40.7,12921,4636,8,7491,4723,12423,4030,1097,436,46696,752,211,26386,486,8350,3041,17532,9,288,216,838,14451,2020,198,7558,,,,88600,648,4883,2608,1974,26.8,17673,8,14,7760,7251,117370,7491,5102,5070,7491,0.4807,05,001
"Lonoke County, Arkansas",72528,35687,36841,36.2,64339,4110,653,26895,19891,48254,14227,4582,2530,59094,1605,880,27293,1212,33780,8775,71763,0,443,648,2344,57089,7340,733,29388,,,,142500,796,18624,8271,1995,27.1,71226,161,236,32734,30905,884500,26895,21658,21581,26895,0.4161,05,085
"Carroll County, Arkansas",27965,13908,14057,45.0,25765,289,387,11139,7497,19852,5978,1057,835,46110,651,349,25295,457,12470,4096,27677,0,142,73,868,22952,2652,662,11637,,,,136900,610,8436,2703,1987,23.9,27746,92,126,11827,10634,228980,11139,7787,7659,11139,0.4631,05,015
"St. Francis County, Arkansas",25900,14094,11806,38.8,10630,13845,160,9388,5867,17914,5161,1476,515,35348,1395,204,18447,560,9102,5585,22438,44,214,210,814,21011,4637,227,9473,,,,64600,633,5139,4249,1979,31.3,22635,27,69,8390,7636,153085,9388,5457,5432,9388,0.4908,05,123
"Pulaski County, Arkansas",392967,187895,205072,37.2,219763,144802,8801,158051,95813,266765,58785,19129,23588,51749,13074,9107,32692,8993,193195,64988,386238,111,3514,3868,11876,315989,55344,4004,167414,,,,157200,861,92938,65113,1978,29.3,386447,963,1419,184277,170389,3610025,158051,124430,123881,158051,0.5090,05,119
"Merced County, California",271382,136987,134395,31.1,149434,8645,20349,80008,61049,160388,34532,11637,5301,53672,4898,3638,23011,14137,119120,56217,265217,128,2282,2084,6663,204409,43050,1988,101759,,,,252700,1021,41795,38213,1982,30.3,268611,577,1049,100895,89287,2787960,80008,67516,67129,80008,0.4719,06,047
"Mariposa County, California",17420,8872,8548,51.7,15402,253,210,7643,4801,13632,2942,1435,793,48820,479,119,28757,634,7672,2616,17221,14,126,63,735,15041,2068,287,7382,,,,275700,929,5230,2413,1982,35.7,17256,0,14,6785,4976,162240,7643,5886,5727,7643,0.4234,06,043
"Modoc County, California",8907,4626,4281,47.8,7976,136,99,3616,2131,6740,1946,703,295,45507,276,6,22843,278,3235,1618,8603,0,9,31,193,7466,1063,178,3589,,,,140600,717,2708,908,1974,25.6,8698,41,138,2921,2319,40650,3616,2536,2520,3616,0.4003,06,049
"Contra Costa County, California",1142251,558502,583749,39.7,637904,99642,190983,394769,284806,787178,118959,66223,85966,99716,13565,76696,48178,31392,590758,98595,1132877,128,6235,8479,22257,927838,156493,9078,478799,,,,625800,1819,260244,134525,1976,31.3,1137149,713,3164,544376,429852,19665345,394769,362591,361852,394769,0.4672,06,013
"Inyo County, California",17977,9062,8915,45.8,14170,153,350,7950,4296,13204,3375,1056,1085,57316,265,256,32590,355,8593,1635,17562,0,20,64,329,14941,2575,257,7429,,,,269100,919,5204,2746,1972,24.6,17607,25,27,8053,6539,127720,7950,6397,6383,7950,0.4104,06,027
"Stanislaus County, California",543194,268871,274323,34.1,415911,16547,30007,173898,128904,343626,88216,26031,11755,60704,7950,8533,26258,22800,250975,81415,538643,122,3619,4370,13708,420302,78126,4947,213920,,,,291600,1155,100576,73322,1980,32.0,540181,521,1204,221055,203005,6305400,173898,147966,147546,173898,0.4396,06,099
"Santa Barbara County, California",444829,222659,222170,33.8,344778,8984,24849,145856,95941,275092,42132,21509,24612,74624,6807,17327,36039,13147,226585,57556,425052,73,1764,3350,7101,361625,77835,3847,181272,,,,577400,1643,75945,69911,1972,33.4,437669,492,1627,209569,172144,4020715,145856,128775,128065,145856,0.4815,06,083
"Tehama County, California",63912,31773,32139,41.0,54795,530,967,24189,16119,43850,11026,3629,1418,44514,1602,844,24301,2318,26951,13930,63142,0,522,762,2405,51256,8100,1093,25981,,,,215900,872,15813,8376,1979,33.8,63391,16,112,24008,21877,534360,24189,18509,18309,24189,0.4656,06,103
"Mono County, California",14310,7634,6676,37.7,11921,111,367,4765,2503,9927,2247,745,489,62260,193,281,34552,291,8619,1713,14190,0,66,129,176,12257,3196,225,5804,,,,312500,1206,3068,1697,1979,24.9,14198,108,31,8302,5147,118225,4765,4031,4006,4765,0.4150,06,051
"San Benito County, California",60376,30151,30225,35.7,49245,491,1804,18135,14588,38958,8640,3928,1703,86958,443,1957,33174,2163,31510,5061,60052,0,388,373,922,47563,8960,502,23784,,,,551500,1535,11554,6581,1985,29.4,60212,60,102,28376,26425,982015,18135,16411,16352,18135,0.4054,06,069
"Bryan County, Georgia",37063,18476,18587,34.6,28542,5340,529,13048,10140,23357,4800,2483,2426,72624,757,774,31623,1194,17402,4565,36797,0,416,372,857,28055,4164,275,14228,,,,223900,1242,9151,3897,1997,32.1,35690,91,280,16992,15699,522745,13048,11407,11375,13048,0.4280,13,029
"Butts County, Georgia",24090,12846,11244,38.6,16393,6992,101,8279,5823,16983,6278,1076,300,43471,580,221,27195,480,9983,4565,21124,16,101,268,526,19965,4176,407,9192,,,,132600,850,5782,2497,1990,31.0,21244,45,37,9301,8651,287570,8279,5779,5757,8279,0.5216,13,035
"Camden County, Georgia",53231,27495,25736,32.8,38864,9997,1170,19338,14380,33629,9131,2870,2080,56951,1316,723,29741,1616,23135,7961,51251,11,422,338,1359,42302,7612,277,20281,,,,165700,945,12095,7243,1993,28.5,49044,61,371,25204,22838,564035,19338,16324,16308,19338,0.4535,13,039
"Crawford County, Georgia",12325,6484,5841,44.4,9236,2708,19,4510,3122,8706,2711,575,327,46283,503,78,23204,438,5145,2430,12181,0,143,202,351,10202,2005,141,4854,,,,93400,709,3515,995,1991,26.3,12189,81,47,4619,4363,131480,4510,3314,3263,4510,0.4662,13,079
"Early County, Georgia",10312,4793,5519,39.9,4670,5409,57,4074,2659,6826,2104,562,223,30640,589,30,19026,357,4060,3086,10107,0,70,128,275,8175,1477,218,4457,,,,86900,709,2606,1468,1979,28.6,10158,3,12,3670,3530,91580,4074,2003,2002,4074,0.4996,13,099
"Coffee County, Georgia",43021,22155,20866,36.3,29175,12261,338,14438,9913,28217,8365,2152,971,40859,1537,330,19905,696,17592,7786,39031,0,462,378,1649,34274,6960,552,16554,,,,100600,623,9112,5326,1987,24.4,39642,152,635,16662,15588,324655,14438,9616,9564,14438,0.4783,13,069
"Coweta County, Georgia",143260,69744,73516,39.0,109508,25618,2980,52035,38530,95812,23389,7351,6837,75913,2375,3273,33875,3021,73840,15191,142258,0,739,732,2745,114253,16668,1166,59163,,,,211600,1096,37896,14139,1995,29.4,142697,224,607,69662,63728,2062625,52035,44656,44515,52035,0.4190,13,077
"Gilmer County, Georgia",30414,15178,15236,47.2,27832,166,137,12021,8028,22298,6280,1721,1293,52625,753,502,27282,577,13653,5059,30138,0,192,171,1233,25614,2827,458,12849,,,,177500,765,8950,3071,1995,26.7,30217,218,274,12753,11611,382550,12021,9304,9230,12021,0.4561,13,123
"Walton County, Georgia",91442,44379,47063,38.7,70869,16177,1255,31670,24427,60893,18602,4868,3284,61599,1499,1457,27889,2263,44166,10901,90201,16,410,560,2449,72738,10429,852,37815,,,,190300,1000,23517,8153,1994,33.4,90570,100,563,41094,38061,1305410,31670,26115,26018,31670,0.4221,13,297
"Wilkes County, Georgia",9844,4771,5073,45.1,5182,4193,38,3979,2421,6928,2586,508,142,37838,297,82,24674,128,4220,2294,9699,0,37,47,278,8174,1329,184,4328,,,,87200,762,2684,1295,1975,32.8,9754,31,155,4025,3824,103745,3979,1908,1899,3979,0.5082,13,317
"Dodge County, Georgia",20829,10958,9871,41.8,14001,5987,69,7628,5167,14872,4822,1202,422,39302,928,155,20216,472,8350,4075,18692,0,206,242,773,17416,3435,306,8316,,,,76300,620,5174,2454,1981,24.6,18900,8,57,7764,7251,231650,7628,4680,4626,7628,0.4690,13,091
"Gordon County, Georgia",57202,28313,28889,38.4,50276,2169,637,20561,15002,38159,10558,2539,1648,45865,1368,512,24092,904,27166,10186,56476,22,782,285,2185,45777,6463,955,23407,,,,136000,731,13394,7167,1988,28.6,56666,121,243,25787,23615,591750,20561,14906,14867,20561,0.4646,13,129
"Cherokee County, Georgia",247515,121808,125707,38.7,213668,17274,4472,88137,66160,166280,30714,13614,14795,82740,3208,7551,36503,4846,132111,18356,245524,208,1198,1716,4720,197154,26762,1925,101251,,,,253500,1241,67649,20488,1997,28.6,246374,456,2090,125757,110766,4029620,88137,81469,81339,88137,0.4078,13,057
"Fayette County, Georgia",112303,54446,57857,43.4,75117,25506,5037,40285,31120,76272,13955,6689,9464,90145,999,6159,44061,2147,55252,6167,111314,13,452,864,1897,91954,11706,971,48025,,,,281400,1326,33015,7270,1991,27.5,111684,202,604,52476,45489,1522165,40285,36369,36288,40285,0.4369,13,113
"Lee County, Georgia",29502,14736,14766,37.2,21662,6121,723,10226,7872,19336,4326,2275,1517,69280,463,401,29348,954,14268,3632,28453,0,425,206,640,23072,3565,328,11575,,,,152800,881,7440,2786,1994,23.6,28446,50,158,13156,12590,271530,10226,8593,8589,10226,0.3970,13,177
"Pickens County, Georgia",31387,15557,15830,45.4,27993,324,134,11868,8539,22844,5805,1935,1537,67631,610,532,31965,730,14900,3175,31133,72,164,353,1187,26168,3139,383,13350,,,,200200,856,9008,2860,1993,25.1,31090,59,112,14071,12553,424010,11868,10166,10166,11868,0.4204,13,227
"Greene County, Georgia",17349,8535,8814,50.2,10246,6101,198,7132,4975,12863,3650,818,835,52129,506,580,37818,379,6861,3353,17173,12,42,76,317,14569,2140,218,7508,,,,210300,727,5324,1808,1992,28.7,17195,21,154,6379,5721,163405,7132,5115,5098,7132,0.5604,13,133
"Cook County, Georgia",17177,8224,8953,37.3,11796,4631,124,6217,4243,11302,3624,1065,452,41854,790,59,20128,426,7554,4051,16872,0,267,111,555,13560,2089,144,7176,,,,87500,737,4127,2090,1983,26.8,17080,19,42,7083,6697,177070,6217,4036,4003,6217,0.4604,13,075
"Dawson County, Georgia",24536,12224,12312,43.6,23628,258,144,9041,6491,17525,4049,1085,1463,66281,415,679,34239,497,12532,2084,24277,0,126,248,766,20507,2935,315,10375,,,,230300,918,7371,1670,1997,25.8,24322,61,233,11953,10657,367075,9041,7708,7702,9041,0.4338,13,085
"Fulton County, Georgia",1036200,501571,534629,35.5,462133,456855,73129,410576,220445,700646,107552,42165,109650,69673,27534,57719,47163,31400,566527,144224,1003924,308,5122,7538,19987,845579,190514,8920,440803,,,,313300,1205,211868,198708,1988,29.4,1026404,1902,5286,526522,413176,13850115,410576,351813,351304,410576,0.5414,13,121
"Hawaii County, Hawaii",199459,99002,100457,42.7,66493,1266,44971,69453,46248,141677,39338,14629,8895,62409,5338,3875,30542,5782,93880,30632,196381,4,1055,1229,5235,163114,29220,2444,82763,,,,350000,1180,47047,22406,1987,29.6,197924,128,414,86037,75484,2083860,69453,54189,53808,69453,0.4708,15,001
